name,pin,joined,reason_for_leaving
"Loughridge, Keith",37F9220G,2019-04-06 03:30:35,NA
"Crosse, Kirstie",22Q9957U,2019-09-11 06:17:21,NA
"Mars, Bryanna",25U2041V,2019-10-19 20:41:12,NA
"Deer, Megan",68M8625J,2019-01-13 11:00:44,NA
"Mcgrady, Kelly",13C8268F,2019-08-09 01:02:50,NA
"Albers, Annie",56A8616N,2019-03-13 18:42:00,NA
"Hopper, Calandra",25D0447U,2019-07-01 05:25:14,NA
"Nguyen, William",50L7823T,2019-05-30 17:51:50,NA
"Heidrich, Kelly",75F2340G,2019-08-24 06:26:42,NA
"el-Mohammad, Naqiyya",83E3750U,2019-07-14 12:04:59,NA
"Greening, Hannah",84D1458X,2019-10-25 20:15:44,NA
"Cook, Kiasia",59I1395Y,2019-09-12 15:58:35,NA
"el-Galla, Naadiya",28K1891H,2019-02-24 10:06:32,NA
"Nelson, Bryan",79Y8979X,2019-07-10 19:28:43,NA
"Medina, Brittany",14Y2961C,2019-08-06 10:55:43,NA
"Devencenty, Spencer",55Z8497B,2019-09-06 02:22:06,NA
"Munoz Beltran, Sasha",43N5811P,2019-07-03 10:37:17,NA
"Saez, Reyna",72P8590R,2019-01-06 18:37:23,NA
"Mateo, Sarah",54U4317A,2019-06-27 06:47:16,NA
"Taplin, Alyssa",31B2424A,2019-12-10 22:34:31,NA
"Hutchison, Megan",39D5524H,2019-10-22 22:14:25,NA
"Gardner, Julia",12H5384K,2019-05-11 01:06:46,NA
"el-Rashed, Saabiq",09A9215Z,2019-04-11 09:10:26,NA
"Kissner, Brittney",86G5086F,2019-10-13 08:29:14,NA
"Diep, Cheemeng",40A0772G,2019-03-11 18:09:03,NA
"Payton, Christina",36S4075O,2019-08-19 23:26:12,NA
"Hammond, Stephanie",14B5770J,2019-12-03 07:39:06,NA
"Kelly, Sabrina",98R3105I,2019-12-18 13:23:22,NA
"Borrego, Santos",98C3885I,2019-09-25 12:05:52,NA
"Nguyen, Jomar",09E4479V,2019-08-25 02:28:54,NA
"Yockey, Wyatt",23Y4036D,2019-11-23 00:05:35,NA
"Byrd, Rubi",43T9153V,2019-05-27 09:40:30,NA
"Yang, Armaan",59D6546D,2019-12-10 17:18:50,NA
"el-Rayes, Abdul Wahaab",07B8482U,2019-05-25 10:11:56,NA
"Mason, Courtney",48T9586A,2019-05-07 06:32:15,NA
"Gonzalez Mendoza, Kayla",32X9022L,2019-04-20 18:19:08,NA
"Jones, Aimee",42C3806C,2019-11-06 12:13:45,NA
"Nelson, Jennifer",58N4663D,2019-08-05 04:18:40,NA
"Wills, Sara",08W2291M,2019-09-29 20:44:09,NA
"Simanskas, Stephen",89Y1923E,2019-03-14 10:29:22,NA
"Medina, Jesus",44D8867K,2019-10-25 21:25:53,NA
"Pasillas-Acevedo, Jorge",81E2255M,2019-03-02 13:40:37,NA
"Grass, Deion",25R6206J,2019-04-21 10:48:28,NA
"al-Attar, Abdul Qayyoom",36M8199K,2019-11-06 22:48:09,NA
"al-Kazi, Zaahira",71G2727V,2019-03-09 02:30:48,NA
"Brown, Tel",60B7680O,2019-10-31 20:21:05,NA
"Chafin, Brandon",89E2133O,2019-11-11 03:26:21,NA
"Fightmaster, My Tien",16Q3612K,2019-02-20 09:18:14,NA
"el-Bashir, Radwa",05G2618I,2019-11-11 20:43:52,NA
"Arens, Alysia",44F4389Y,2019-05-03 11:34:28,NA
"Mcdowell, Ryan",97Q4778M,2019-04-14 06:20:41,NA
"Elder, Jacob",29R8710L,2019-08-08 16:42:06,NA
"Jenkins, Alexandrea",23P8868G,2019-10-30 01:27:47,NA
"el-Samad, Muzammil",56B3114Y,2019-07-10 14:13:28,NA
"al-Uddin, Samraa",20N9147Y,2019-11-02 03:07:11,NA
"Tran, Janet",50A7796N,2019-12-08 14:52:23,NA
"al-Akram, Nabeeh",48R7184O,2019-11-17 21:12:20,NA
"Villarreal-Ibarra, Alfredo",02U9973R,2019-04-17 02:11:36,NA
"Filutze, Maria",96J5880J,2019-07-29 05:42:16,NA
"el-Ozer, Zain",61D0557G,2019-09-15 08:53:13,NA
"Holmes, Colten",83Q8047F,2019-11-21 20:48:38,NA
"Post, Jordan",67K0081K,2019-05-04 21:50:11,NA
"Palacios, Steven",61Y3901H,2019-10-07 09:10:43,NA
"Vo, Amy",56N6911O,2019-05-05 12:16:16,NA
"Page, Cayla",19Z1938L,2019-03-31 17:14:25,NA
"Park, Sarah",98Y3694Y,2019-02-20 21:40:21,NA
"Mannino, Lynn",86G5086F,2019-09-27 09:08:35,NA
"Hatch, Michael",92J1401J,2019-06-02 01:05:04,NA
"Siregar, Seher",66I3269I,2019-06-03 11:54:27,NA
"Smith, Delilah",90U0130L,2019-06-29 00:43:34,NA
"Montoya, Kurstian",39R9005Y,2019-12-26 23:09:10,NA
"Hunter, Kendra",71I5462F,2019-01-18 06:58:28,NA
"Morey, Atlanta",53W2973E,2019-07-03 01:56:59,NA
"el-Salah, Fuaad",53K6576D,2019-11-27 05:53:21,NA
"Montoya, D'Ahnya",07P3537C,2019-04-03 18:15:18,NA
"Maestas, Alexander",62L6413M,2019-02-25 10:43:13,NA
"Sandoval, Francisco",26U6499Q,2019-05-14 19:51:26,NA
"Cave, Stacy",05G2618I,2019-10-12 19:17:14,NA
"Macias, Skyy",58I2615R,2019-12-06 20:41:13,NA
"Yang, Beatriz",75E9481Y,2019-12-05 23:56:11,NA
"Godoy, Annie",89E9400M,2019-02-20 06:52:10,NA
"Rockwell, Brian",56A9484B,2019-04-11 02:47:57,NA
"el-Odeh, Abdul Hakeem",25C4471M,2019-07-05 13:34:58,NA
"Leslie, Serena",81F1539W,2019-09-02 10:31:35,NA
"Hostetler, Benjamin",60J3051H,2019-08-20 07:27:47,NA
"Arroyo, Martin",82S2255K,2019-04-02 01:19:18,NA
"Buford, Steve",46F0595B,2019-07-22 16:48:37,NA
"Brummet, Cassandra",60Y8628F,2019-10-04 18:59:41,NA
"King, Alijah",85R3378M,2019-06-14 06:53:06,NA
"Hamilton, Calvin Jed",52J3704C,2019-11-08 17:20:07,NA
"al-Satter, Saahira",56Y0040C,2019-06-11 02:28:14,NA
"Linan, Brea",66S4203G,2019-12-26 08:46:20,NA
"Koca, Cameron",08Y7227G,2019-07-15 01:16:48,NA
"Waterman, Danielle",80F8072D,2019-12-30 04:18:39,NA
"Baldino, Alyssia",98V4882U,2019-08-11 07:16:12,NA
"Jones, Patrick",10Z3800O,2019-12-07 01:42:08,NA
"Malacarne, Olivia",15D8620X,2019-08-02 22:13:38,NA
"Doremus, Alexander",39R9005Y,2019-08-18 20:32:46,NA
"Mummert, Joshua",15K9528A,2019-03-01 10:23:56,NA
"Talley, Arielle",38I3594W,2019-08-16 08:20:39,NA
"Huynh, Sajesh",38Y2404Y,2019-03-16 11:43:30,NA
"Floyd, Breanna",38L1923W,2019-05-30 06:48:33,NA
"Hiromasa, Courtney",02T3117L,2019-12-21 06:15:06,NA
"Hamm, Dylan",00T7866I,2019-06-27 18:48:28,NA
"Palmer, Marigret",21L6488G,2019-08-14 09:02:43,NA
"Tuttle, Angad",87B6431T,2019-10-31 05:06:18,NA
"Duque, Kevin",55L4103J,2019-09-06 03:00:32,NA
"al-Assaf, Iffat",36S5435B,2019-03-18 06:30:21,NA
"Lopez, Violeta",94C9087H,2019-04-10 01:51:19,NA
"Taylor, Zachary",53S3455G,2019-09-22 18:17:44,NA
"Hoang, Kallie",41B6626D,2019-11-25 16:34:02,NA
"Palmer, Manuel",44M8733I,2019-10-25 04:30:57,NA
"Melendrez, Alma",72T0633O,2019-01-17 18:58:08,NA
"al-Ismael, Fawqiyya",96L8893E,2019-10-25 21:25:53,NA
"Hopper, Schiara",17N9447K,2019-04-28 09:23:43,NA
"Cox, Jesse",97T0130T,2019-10-21 11:22:46,NA
"al-Mohamad, Mus'ab",58F7686M,2019-11-23 20:04:29,NA
"Helton, Dartanyan",43P1173T,2019-04-01 14:10:40,NA
"Miller, Deidra",78S1469U,2019-07-19 11:43:43,NA
"el-Wali, Waddaah",98D7529T,2019-04-19 18:30:12,NA
"Leon, Myron",62O2132Y,2019-07-11 16:29:11,NA
"Truong, Emily",67X9997E,2019-08-11 13:07:51,NA
"Mora, Victoria",46Q6751O,2019-06-23 18:24:16,NA
"Escobar Ortega, Odila",60L9065H,2019-03-01 05:42:17,NA
"Schuckman, Toby",79F7146M,2019-08-13 22:39:06,NA
"Cox, Alec",14Y2961C,2019-11-19 17:47:04,NA
"el-Shad, Turfa",30T3358H,2019-06-23 07:26:14,NA
"Ridley, Silas",35G2756J,2019-09-10 09:31:48,NA
"Lao, Shaina",24E7488K,2019-10-21 23:46:30,NA
"Shrestha, Erkhes",49D9522D,2019-08-13 07:06:21,NA
"al-Badie, Randa",04T0787T,2019-06-05 06:13:41,NA
"Boyack, Samantha",32M6246T,2019-08-05 12:13:48,NA
"el-Pasha, Jaad",74V3467J,2019-09-16 00:58:27,NA
"al-Mahmud, Umaima",50Y0876J,2019-07-14 03:04:28,NA
"Bruno, Alex",57S2713U,2019-04-21 20:28:09,NA
"Barrett, Giovanni",34H5929J,2019-01-04 16:44:46,NA
"Borrego, Santos",86S4441M,2019-12-22 16:11:04,NA
"Martin, Shannon",41R8182D,2019-09-09 17:54:19,NA
"Johnson-Dickerson, Emmanuel",31M2647I,2019-01-10 02:33:39,NA
"Al-Yazidi, Alfred",88Q4323B,2019-03-22 07:26:09,NA
"Sullivan, Jessica",55V6028M,2019-03-27 18:18:01,NA
"Haring, Chandra",31A4586Y,2019-09-06 01:32:14,NA
"Leehang, Stephanie",22J5003L,2019-02-10 12:21:10,NA
"al-Kaleel, Mu'hsina",43I3582N,2019-09-02 20:06:55,NA
"Ondrejka, Allison",65I2976A,2019-06-19 01:17:25,NA
"al-Halaby, Faatih",67T2670I,2019-03-30 23:06:31,NA
"Hansen, Robyn",84J5365R,2019-05-15 20:12:23,NA
"al-Saah, Rashaad",03L5298T,2019-09-20 00:16:43,NA
"Urrutia, Roberto",40V8052K,2019-01-22 08:29:21,NA
"Wommack, Kawehi",35Z7563E,2019-09-14 03:24:36,NA
"Steege, Patricia",64T6926E,2019-10-04 18:59:41,NA
"Lefevre, Marissa",36R9929M,2019-08-06 10:55:43,NA
"al-Mustafa, Abdul Maalik",29E3085L,2019-04-26 21:00:02,NA
"Khuu, Kevin",67D5377Q,2019-11-22 11:12:41,NA
"al-Mowad, Sumbula",76G1729R,2019-01-11 23:07:37,NA
"Iu, Tai",57J4456J,2019-08-17 02:59:12,NA
"Bruce, Selena",59L5407R,2019-04-17 01:55:18,NA
"Selle, Zachary",98P2988E,2019-05-15 04:31:57,NA
"Bost, Kendra",53O0800F,2019-11-19 03:00:29,NA
"Fitzjames, Darius",52W3174Y,2019-07-26 14:59:58,NA
"Urenda, Jenacie",89M9795K,2019-02-22 07:51:06,NA
"al-Othman, Adhraaa",83G0605Y,2019-02-13 00:35:11,NA
"al-Mohiuddin, Shameem",95L4868L,2019-01-26 22:13:19,NA
"Madachy, Ariel",85I3365D,2019-06-06 12:07:45,NA
"Royalty, Jesse",00E1268R,2019-05-25 21:50:25,NA
"Whitehorse, Aurelia",39Y8329V,2019-07-27 01:26:32,NA
"Shea, Leander",69C2589G,2019-07-11 15:43:32,NA
"Yockey, Wyatt",25Y1276V,2019-09-15 09:59:31,NA
"el-Latif, Haafiza",44L7348L,2019-05-22 17:02:11,NA
"Chafin, Brandon",99O2149J,2019-03-04 13:12:28,NA
"Vasquez, Marley",38T8598W,2019-01-26 16:55:19,NA
"al-Haidar, Aayaat",85H1667I,2019-03-02 13:57:07,NA
"Douglas Jr, De Sean",48T9586A,2019-04-02 19:46:58,NA
"Soh, Mateaki",96C6941H,2019-10-01 08:09:00,NA
"el-Afzal, Khaleefa",47D6202O,2019-03-12 17:07:09,NA
"Turner, Megan",44S8692X,2019-06-30 12:55:32,NA
"Spalding, Kimberly",75U7396Y,2019-10-18 05:05:09,NA
"Smith, Damarcus",26U4570M,2019-07-25 18:24:01,NA
"Ortiz, Avery",51V3708N,2019-04-14 09:44:28,NA
"al-Ansari, Saafiyya",88S9893J,2019-03-12 03:30:24,NA
"Yi, Hannah Jane",22X9875W,2019-05-27 13:25:53,NA
"el-Azizi, Waheeda",96J5880J,2019-04-11 02:47:57,NA
"Tran, Patricia",49S7974F,2019-10-14 09:08:53,NA
"Ashlock, Kevin",07C3815Z,2019-01-29 17:14:04,NA
"Paratore, Abby",55Y5738G,2019-03-19 09:19:16,NA
"el-Mansur, Mubashshir",16S2622P,2019-02-28 07:09:15,NA
"Cabral, Joseph",74D3692G,2019-02-27 01:47:50,NA
"Merlan, Alexander",78Q3084A,2019-01-21 15:47:04,NA
"Patterson, Jessica",74W0405T,2019-06-21 07:08:30,NA
"Cordova, Tara",63P6958X,2019-07-15 23:31:12,NA
"Gann, Christopher",68H1189P,2019-05-29 03:21:36,NA
"Malacarne, Olivia",62F8870M,2019-08-28 17:54:46,NA
"Underwood, Alexis",59S3741P,2019-07-09 02:15:29,NA
"Banos, Shelby",93F6771P,2019-04-15 14:02:28,NA
"el-Baccus, Burhaan",21J9663J,2019-09-24 19:46:00,NA
"Reich, Joshua",22D1684F,2019-08-22 01:43:29,NA
"Kaur, Vinh",25I6966T,2019-10-01 07:16:06,NA
"Anderson, Sadye",40V8052K,2019-02-12 14:33:27,NA
"al-Halaby, Faatih",85Q5413R,2019-09-09 01:58:12,NA
"Jefferson, Tevis",55C7107J,2019-08-20 11:19:25,NA
"Anderson, Mariamawit",27A0682S,2019-08-03 13:41:18,NA
"Abeyta, Karen",35Y8777K,2019-03-13 08:31:11,NA
"Michalicek, Joseph",87G9770A,2019-04-19 09:55:29,NA
"Milender, Jacob",61S6404G,2019-06-26 15:22:45,NA
"Scurles, Sierra",42W5572N,2019-02-19 10:36:45,NA
"Montoya, Julia",13D3881H,2019-02-14 08:35:20,NA
"Derock, Justin",48E3063N,2019-11-07 06:07:43,NA
"Kallon, Anya",91W8653A,2019-07-04 04:38:41,NA
"Olvera-Arrendondo, Fernanda",53D8736P,2019-10-29 18:11:22,NA
"Herrera, Charles",23P3241Z,2019-07-18 23:33:31,NA
"Chavez, Brock",89M2834F,2019-04-30 06:02:00,NA
"Salcido-Beltran, Juanita",41O6604F,2019-01-06 01:26:26,NA
"Nguyen, Keith",98B7344K,2019-09-15 11:51:47,NA
"al-Jamail, Hanoona",28I5669T,2019-08-30 22:07:26,NA
"Jones, Yael",85O6169M,2019-12-04 09:21:21,NA
"Purcell, Ryan",98M9224Q,2019-04-12 19:37:21,NA
"Harris, Justin",37I2445Q,2019-09-14 09:16:05,NA
"Coppage, Alejandra",47M0113O,2019-07-03 08:05:37,NA
"Leal-Palacios, Karen",02P7713D,2019-06-02 02:38:10,NA
"Sells, Tracie",58E7141B,2019-11-25 16:34:02,NA
"Lee, Xiang",10P4635G,2019-08-31 16:20:25,NA
"Martin, Abigail",35Y5812M,2019-02-11 20:50:12,NA
"el-Ghani, Taiseer",48L1848O,2019-12-30 19:50:48,NA
"el-Rabbani, Nawfa",02C7593A,2019-12-27 10:24:54,NA
"Koehler, James",73H0804T,2019-08-19 23:37:23,NA
"Lorenz, Sarah Anne",09B3665B,2019-02-14 14:10:46,NA
"Valladares, Kenia",20A7514O,2019-07-12 20:06:07,NA
"Johnen, Destiny",52O0066U,2019-11-23 09:21:15,NA
"Duran, Javier",38C2894H,2019-11-15 19:12:04,NA
"Shaddrick, Rachel",30R3656H,2019-02-18 23:55:14,NA
"Patel, Hope",03S6696F,2019-11-04 14:06:00,NA
"Asberry, Alfred",18K5227U,2019-09-23 10:28:09,NA
"Tyars, Jelani",51X3533A,2019-10-08 10:12:27,NA
"Tafoya, Luis",14S7918E,2019-05-07 22:08:04,NA
"Vahlbusch, Shelbey",16Q5245J,2019-12-12 18:28:40,NA
"Samples, Mekinzi",24L9784L,2019-01-18 13:40:14,NA
"Mora, Victoria",80I1066S,2019-12-23 07:43:41,NA
"Lovan, Jaleesa-Lynn",90N5906I,2019-02-11 11:31:13,NA
"George, Brittney",64Z9789X,2019-08-08 13:13:50,NA
"Lynch, Mariah",27P8735S,2019-12-28 12:22:29,NA
"Mingilton, Alexis",61E6483T,2019-08-05 12:13:48,NA
"Muniz, Emmanuel",59T1414J,2019-09-10 13:28:23,NA
"Sanchez, Joseph",91V2647B,2019-07-29 21:18:04,NA
"Martinez, Cinthia",89D2817X,2019-05-27 05:30:31,NA
"Schrader, Zane",44T8102T,2019-02-07 20:28:32,NA
"Chester, Dustin",03Q3275C,2019-09-16 07:46:59,NA
"Schwarz, Robert",62L6413M,2019-05-11 04:25:32,NA
"Fejeran, Lily'Okalani",72L0602M,2019-05-20 14:46:20,NA
"Steege, Patricia",97Q5746B,2019-12-08 15:11:45,NA
"Moore III, Sa'Vannah",56X6357H,2019-04-02 13:13:18,NA
"Baumgartner, Austin",19L4650U,2019-02-12 01:45:56,NA
"Grunwald, Jacob",04Q4863U,2019-09-15 09:59:31,NA
"Park, Sarah",15M4422B,2019-04-06 06:27:04,NA
"Herrera, Deion",69J8669G,2019-05-29 05:38:09,NA
"Janis, Aaron",02M6548F,2019-03-09 21:56:55,NA
"el-Iman, Haazim",02B2603P,2019-03-12 14:53:34,NA
"Makousky, Amy",29T5686A,2019-12-07 06:41:28,NA
"Gallegos, Ashley",60P0772W,2019-11-11 03:26:21,NA
"Sanchez Aguilera, Schendall",68T3319U,2019-09-25 18:19:04,NA
"Rankin, Danae",90U0130L,2019-11-07 06:07:43,NA
"Luqman, Orville",30E1128P,2019-03-03 10:59:05,NA
"Kirk, Alyssa",16S8079X,2019-09-16 23:39:12,NA
"Castellanos, Raymond",23A0060R,2019-07-16 22:54:34,NA
"Gilbert, Aleena",68Y4087M,2019-03-09 02:23:26,NA
"Major, Briana",54P3580R,2019-05-28 20:12:38,NA
"Guillory, Joshua",26F1689Q,2019-11-05 14:00:48,NA
"el-Saleem, Humaid",16Q3766M,2019-03-08 07:06:53,NA
"Christensen, Ariana",37M8190U,2019-10-11 06:34:12,NA
"Nguyen, Binyu",85T3492Z,2019-03-12 08:55:36,NA
"Chacon, Antonio",42F7462V,2019-07-16 05:41:56,NA
"Gardner, Julia",72J1770X,2019-07-13 14:20:59,NA
"Lucero, Mercedes",94D2082P,2019-06-04 19:01:43,NA
"Traver, Matthew",94Z6774E,2019-05-13 14:57:45,NA
"Jefferson, Mumina",15Q3707G,2019-06-11 05:41:36,NA
"Song, Emily",06S3686R,2019-11-04 01:55:20,NA
"el-Ally, Farhat",19Y4810I,2019-03-13 20:14:09,NA
"Terhorst, Kayla",39J4686J,2019-01-05 18:25:14,NA
"Yang, Beatriz",96E9100N,2019-02-23 04:26:24,NA
"el-Rahaim, Shahla",52L1638D,2019-03-20 06:47:17,NA
"Burton, Anne",79A9773V,2019-10-24 11:46:03,NA
"al-Attar, Abdul Qayyoom",41R3152J,2019-04-22 00:33:32,NA
"Araujo-Mendoza, Karen",92O2181X,2019-03-28 05:40:23,NA
"al-Abood, Aarifa",73Z8072R,2019-02-16 14:44:38,NA
"Truong, Lari",16X0911U,2019-01-27 06:56:46,NA
"Griego, Robert",70W5419T,2019-12-12 17:54:55,NA
"Litt, Tracy",28I6828W,2019-11-08 08:20:34,NA
"Agbenyo, Malei'Ka",84L2655B,2019-12-30 19:50:48,NA
"Sharza, Karen",69T2289Q,2019-11-07 06:07:43,NA
"Ojeda, Karen",01K8173N,2019-08-13 22:01:42,NA
"King, Karina",21G8991Z,2019-07-01 04:01:29,NA
"Omerovic, Brian",52Z8489B,2019-12-27 22:15:29,NA
"Linnear, Jennifer",54A7336I,2019-05-15 18:40:04,NA
"Tsinnijinnie, Keya",60B4886J,2019-12-22 04:49:36,NA
"Devnani, Meaghan",30Y3424F,2019-01-02 04:32:37,NA
"Portman, Lyndsey",60Y8628F,2019-09-24 06:49:04,NA
"Fitts, Yosief",45L3442S,2019-05-23 03:08:10,NA
"Trujillo, Anthony",19Y4810I,2019-02-02 23:30:51,NA
"Hunt, Davena",96F0754B,2019-04-13 22:11:56,NA
"Ekanayake, Harshwinder",40D3487R,2019-03-09 15:16:36,NA
"Mcgrady, Kelly",28S9357N,2019-06-15 08:46:40,NA
"Cortez, Adrian",96V8869L,2019-05-11 17:19:48,NA
"Basquez, Karen",10J0187K,2019-05-06 02:22:22,NA
"Cassio, Joseph",04J9256X,2019-02-22 08:57:44,NA
"Boelts, Aaron",21K7206S,2019-09-16 06:36:03,NA
"Quintanilla Guillen, Yuliana",59T4267V,2019-01-28 11:23:23,NA
"Swain, Shanika",99A5641E,2019-08-19 13:40:53,NA
"Hatch, Addam",83W6398K,2019-11-13 21:11:25,NA
"Lamb, Renee",13P0012L,2019-05-08 07:52:32,NA
"Rinder, Stephanie",60Y3655Q,2019-10-20 03:01:53,NA
"el-Mahmoud, Muneefa",01R8266M,2019-03-09 19:25:05,NA
"al-Lone, Nazmiyya",73F0177E,2019-01-09 21:34:26,NA
"Johnson, Timothy",50S1672A,2019-05-18 04:48:41,NA
"Martinez, Marissa",71I3525P,2019-11-12 03:15:29,NA
"Mitchell, Torrey",31Z9109H,2019-04-19 22:30:45,NA
"Wright, Christopher",99T0518L,2019-06-30 14:47:30,NA
"Castille, Kyle",35Z3706H,2019-07-01 07:16:15,NA
"Howard, Damian",10J0187K,2019-06-29 18:15:28,NA
"Tucson, Cameron",34C5401W,2019-03-18 06:49:17,NA
"Perry, Alexandra",63Y2248Z,2019-07-04 03:25:58,NA
"al-Uddin, Mubaaraka",26R5560K,2019-11-18 09:32:14,NA
"Novick, Desmond",20T0164S,2019-01-23 04:26:40,NA
"Kelly, Mariah",55V2479I,2019-05-27 13:25:36,NA
"Mullin, Elizabeth",01F2691V,2019-02-18 14:09:14,NA
"Mcwilliams, Taylor",49A5556L,2019-12-06 23:36:15,NA
"Han, Jason",92V4924T,2019-04-01 12:50:30,NA
"al-Greiss, Adhraaa",86T7627B,2019-11-18 04:02:17,NA
"De Dios, Thomas",17R1074O,2019-08-07 23:01:51,NA
"el-Hameed, Aasima",83M7676W,2019-09-18 03:40:08,NA
"Pence, Edward",53A1216Y,2019-01-09 04:03:38,NA
"Truitt, Autriana",98T7858G,2019-01-08 15:51:48,NA
"Le, Huy",17V8726Q,2019-11-28 05:16:22,NA
"Ramirez, Yvette",58X5393X,2019-01-03 15:50:39,NA
"Williams, Nicholas",86H3983R,2019-06-04 15:46:51,NA
"al-Hassan, Haifaaa",15Z4645N,2019-10-09 18:44:20,NA
"Soto Corona, Michael",71H6059N,2019-11-14 17:39:15,NA
"Urban, Alexander",83Q8047F,2019-04-30 17:00:46,NA
"Reger, April",74V3467J,2019-01-16 06:39:55,NA
"Garcia-Jewett, Dayshalai",33K3491C,2019-06-29 18:24:10,NA
"el-Safar, Sharaf",19S5627K,2019-12-29 08:12:13,NA
"Mckenzie, Cambria",17X9537A,2019-08-31 16:20:25,NA
"Jamerson, Dominique",71Y0472P,2019-04-02 22:11:30,NA
"Bean, Braden",43P6264X,2019-01-09 17:37:03,NA
"Taylor, Devin",31V0277Z,2019-07-02 00:30:58,NA
"Harshberger, Alexandra",82T6790F,2019-10-23 04:41:18,NA
"Archuleta, Jose",21U5778Z,2019-11-10 07:47:14,NA
"Umutoni, Jayln",40W6874V,2019-01-14 10:05:09,NA
"el-Momin, Wadee'a",33P5156R,2019-12-11 07:53:57,NA
"Hopkins, Shayna",65A7103E,2019-02-04 12:46:37,NA
"al-Salih, Ridwaan",73R5393Z,2019-09-04 02:08:37,NA
"Swain, Raegan",86C2408S,2019-06-03 14:26:06,NA
"el-Mohammad, Naqiyya",12R5461H,2019-05-07 15:53:02,NA
"Harris, Justin",75A0894M,2019-10-31 00:45:43,NA
"Tay, Kevin",71K2750N,2019-07-28 08:04:15,NA
"el-Shareef, Hafsa",62I9936X,2019-01-01 13:18:46,NA
"Vue, Yongkyum",80B7605Z,2019-03-22 07:26:09,NA
"Nguyen, Kainoa",92O2181X,2019-09-25 03:24:29,NA
"Mike IV, Teaonna",58X2456G,2019-12-06 19:22:08,NA
"Borntrager, Sharon",39B0345X,2019-02-17 16:04:04,NA
"Valenzuela, Dennis",18W1753F,2019-12-21 04:06:59,NA
"el-Mansur, Mubashshir",17S7227C,2019-12-07 19:30:28,NA
"Armendariz, Jazmin",75U7396Y,2019-06-09 22:26:19,NA
"Craddock, Candice",33H9090Z,2019-01-07 19:06:25,NA
"al-Noorani, Qaaida",53M1714O,2019-04-02 22:27:49,NA
"Septon, Sarah",74R3308W,2019-08-26 14:53:52,NA
"al-Sylla, Sufyaan",85L6457Q,2019-10-19 00:40:12,NA
"el-Saladin, Jafar",75T7284N,2019-12-14 08:12:14,NA
"Ngu, Kristina",52P2925F,2019-11-20 14:31:22,NA
"Mathews, Xiaoran",81H4371T,2019-04-27 19:42:23,NA
"Jones, Aimee",24H6426S,2019-06-30 04:29:12,NA
"Mcgown-Kauffman, Kaela",91B6594O,2019-01-22 14:44:52,NA
"Fox, Varun",69T9480B,2019-05-06 11:47:05,NA
"el-Bina, Tahleela",74W2694G,2019-06-26 09:32:18,NA
"Folsom, Ina",97D8321N,2019-03-09 09:07:18,NA
"Arellano, Taku",83P0058G,2019-12-24 20:30:59,NA
"Tran, Michiyo",56W6312M,2019-05-07 07:30:45,NA
"Garcia, Ezekiel",58X2483T,2019-09-25 04:34:02,NA
"Archuleta, Holly",92S7260X,2019-09-23 06:28:42,NA
"Reeves, Travis",85U1984W,2019-05-07 07:30:45,NA
"Watkins, Michael",94D2082P,2019-03-01 16:48:06,NA
"Luna, Phillip",41O6604F,2019-04-17 04:15:08,NA
"Allen, Chakara",41N9486G,2019-02-20 13:33:43,NA
"Wilson, Trinity",59X1020D,2019-11-24 07:06:30,NA
"Lopez-Ortiz, Alejandro",38Y6600P,2019-05-20 19:25:20,NA
"el-Ghani, Shujaa",39H1852V,2019-08-18 06:26:21,NA
"Blackmore, Naomi",66A5532U,2019-07-10 18:03:49,NA
"Mace, Francesco",05P2836K,2019-10-15 10:46:18,NA
"Lee, Jessica",22P2098A,2019-06-14 07:08:12,NA
"Arviso, Emma",06M0638K,2019-10-08 04:00:36,NA
"el-Shaban, Farhaana",02F0247W,2019-11-17 11:48:33,NA
"Adam, Abdinasir",48G3380V,2019-02-08 11:58:13,NA
"Brown, Thaine",53Q3827N,2019-01-31 18:25:13,NA
"Son, Erica",63H9060J,2019-02-27 17:19:43,NA
"Eloriaga, Pauline",02U9973R,2019-09-17 04:03:00,NA
"Devi, Maya",11I3899D,2019-10-03 03:48:22,NA
"Petty, Clay",47S2865P,2019-12-27 19:23:14,NA
"al-Salam, Mubeena",88O2911L,2019-04-12 23:31:03,NA
"el-Mahmud, Manaara",06L3330S,2019-09-07 21:55:20,NA
"el-Khalifa, Umar",23Q9517W,2019-09-14 18:15:42,NA
"Brady, Michael",34D6710S,2019-11-25 10:02:43,NA
"Matau, Moriah",56A3169A,2019-12-25 00:25:06,NA
"Foust, Michael",62U0671Y,2019-10-15 12:07:20,NA
"Ibarra, Nia",97K4782U,2019-02-05 15:01:40,NA
"Kinlicheene, Hunter",23F1526V,2019-01-09 13:03:52,NA
"Costigan, Elisa",56Q4591E,2019-05-06 09:23:00,NA
"al-Kazi, Zaahira",81J9100G,2019-12-20 02:52:55,NA
"al-Arif, Shameema",11L9485L,2019-01-12 07:48:10,NA
"Eshima, Jasmine",30E1128P,2019-04-09 08:05:55,NA
"Keys, Elly",36E5883A,2019-08-19 16:51:21,NA
"al-Ahmadi, Sabeeka",43H2665D,2019-01-10 07:14:54,NA
"Brinkmann, Mariah",44C2029O,2019-08-04 01:08:43,NA
"Parent, Jonathan",76H6141X,2019-02-12 17:34:12,NA
"Piester, Jenna",46T6475R,2019-11-26 00:26:09,NA
