name,pin,joined,scope_of_practice,work_setting,employment_type,is_this_their_current_practice,employer_postcode,organisation_name,organisation_country
"al-Mohammed, Zaki",44V5021S,2019-09-28 14:26:59,Direct clinical care or management – other,Telephone or e-health advice,Self employed,FALSE,testpostcode2,Test organisation 1,Outside UK
"el-Azzi, Aamina",84U9724R,2019-02-06 10:23:30,Direct clinical care or management – adult and general care nursing,Governing body or other leadership,Employed via an agency,FALSE,testpostcode2,Test organisation 1,England
"Montoya, Zoe",21Q9085S,2019-02-14 06:43:31,Quality assurance or inspection,Cosmetic or aesthetic sector,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Outside UK
"al-Tabet, Sahheeda",57F4375M,2019-02-20 09:18:14,Direct clinical care or management – mental health nursing,Occupational health,Volunteering,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Romero, Brissa",93T7282A,2019-09-13 18:18:07,Commissioning,Occupational health,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Scotland
"el-Jabbour, Sitaara",26R5560K,2019-08-21 06:34:27,Direct clinical care or management – occupational health,Voluntary or charity sector,Self employed,TRUE,testpostcode2,Test organisation 1,Scotland
"al-Farra, Raakaan",54N2893I,2019-08-19 23:51:15,Direct clinical care or management – children’s and neo-natal nursing,Care home sector,Self employed,FALSE,testpostcode1,Test organisation 2,England
"al-Sahli, Kaazima",61I6829Y,2019-06-29 06:25:35,Education,Private domestic setting,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Wales
"Smith, Whitney",88E7982J,2019-10-26 22:18:58,Education,Occupational health,Volunteering,FALSE,testpostcode1,Test organisation 2,Outside UK
"Chuong, Matthew",51H7985U,2019-10-20 16:41:41,Direct clinical care or management – adult and general care nursing,Governing body or other leadership,Self employed,FALSE,testpostcode2,Test organisation 2,Outside UK
"Aguirre, Carlos",63V6961Z,2019-08-08 18:14:44,Other,Care home sector,Volunteering,FALSE,testpostcode2,Test organisation 2,England
"Wainwright, Anthony",01Z3512S,2019-08-20 20:08:04,Other,Private domestic setting,Self employed,TRUE,testpostcode1,Test organisation 2,Wales
"Vialpando, Jonathan",15F3384A,2019-01-09 04:03:38,Direct clinical care or management – adult and general care nursing,Private domestic setting,Self employed,FALSE,testpostcode2,Test organisation 2,Scotland
"Abeyta, Yazmin",08Q7419Q,2019-12-14 11:21:15,Other,Inspectorate or regulator,Employed via an agency,FALSE,testpostcode1,Test organisation 2,Wales
"Gonzales, Cheyenne",23R0885I,2019-07-28 11:55:47,Research,Public health organisation,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Wales
"Fitzsimmons, Joseph",35Y9650T,2019-04-26 20:12:49,Research,Hospital or other secondary care,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Trujillo, Aimee",44S1875H,2019-03-11 07:53:48,Other,Hospital or other secondary care,Self employed,TRUE,testpostcode2,Test organisation 1,Northern Ireland
"Koh, Parisa",66K1069H,2019-01-26 09:17:59,Direct clinical care or management – midwifery,Specialist or other tertiary care including hospice,Self employed,TRUE,testpostcode2,Test organisation 1,Outside UK
"Fine, Kristin",67F0249L,2019-10-13 12:09:10,Education,Telephone or e-health advice,Volunteering,FALSE,testpostcode1,Test organisation 2,Wales
"Mendoza, Daniel",94H7990P,2019-05-29 02:28:19,Research,Voluntary or charity sector,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Northern Ireland
"Ruelas, Deyanira",40J8057M,2019-07-01 10:24:44,Quality assurance or inspection,Insurance or legal,Volunteering,TRUE,testpostcode2,Test organisation 1,England
"Blais, Carly",90M6432R,2019-10-01 11:29:37,Policy,"Community setting, including district nursing and community psychiatric nursing",Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Outside UK
"Saraogi, Steven",49Q8501C,2019-08-16 08:20:39,Direct clinical care or management – midwifery,Public health organisation,Employed via an agency,TRUE,testpostcode2,Test organisation 1,England
"Stukes, Fabian",30L5573Y,2019-06-22 11:26:24,Research,Trade union or professional body,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Wales
"Mayer, Angelique",52F1478Q,2019-12-16 15:40:54,Direct clinical care or management – public health,GP practice or other primary care,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Scotland
"Fitts, Kelsey",00F1807P,2019-10-17 21:24:32,Quality assurance or inspection,Telephone or e-health advice,Self employed,FALSE,testpostcode1,Test organisation 2,Scotland
"Greenlees, Karina",83N1745Q,2019-02-02 15:31:19,Direct clinical care or management – school nursing,Maternity unit or birth centre,Volunteering,TRUE,testpostcode2,Test organisation 2,Outside UK
"Ghimire, Emma",55V6028M,2019-05-30 23:36:27,Policy,Policy organisation,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,England
"el-Rahman, Amatullah",15H0111K,2019-08-15 15:43:10,Other,Specialist or other tertiary care including hospice,Employed via an agency,TRUE,testpostcode1,Test organisation 2,Northern Ireland
"Musick-Occhiuto, Katherine",13T0560A,2019-11-08 08:28:57,Research,Public health organisation,Employed via an agency,FALSE,testpostcode1,Test organisation 1,England
"Teeter, Yeon",14Z9232H,2019-11-07 21:16:44,Direct clinical care or management – learning disabilities nursing,Prison,Self employed,FALSE,testpostcode2,Test organisation 2,Outside UK
"el-Soliman, Raaji",30A9888B,2019-01-16 09:30:20,Direct clinical care or management – mental health nursing,Telephone or e-health advice,Self employed,TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Villa-Diaz, Erik",29V4849X,2019-08-12 21:15:45,Direct clinical care or management – health visiting,Governing body or other leadership,Volunteering,FALSE,testpostcode1,Test organisation 2,Scotland
"Derock, Justin",65N8803S,2019-01-30 19:37:58,Direct clinical care or management – occupational health,Governing body or other leadership,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Outside UK
"Akquia, Dinnicka",02B2603P,2019-11-06 09:17:16,Education,Specialist or other tertiary care including hospice,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Wales
"Hefty, Elizabeth",78P5341L,2019-01-15 05:34:32,Direct clinical care or management – learning disabilities nursing,Inspectorate or regulator,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Outside UK
"Nesbit, Shawn",44N6429I,2019-04-13 18:38:15,Policy,Voluntary or charity sector,Self employed,TRUE,testpostcode2,Test organisation 1,England
"Eickmann, Sarah",49O4044K,2019-03-08 01:58:27,Direct clinical care or management – children’s and neo-natal nursing,Other,Self employed,FALSE,testpostcode1,Test organisation 1,Scotland
"al-Saleem, Izzaddeen",92J2895C,2019-11-04 18:42:11,Commissioning,Consultancy,Volunteering,TRUE,testpostcode2,Test organisation 1,Northern Ireland
"Williams, Nathaniel",29X2127Z,2019-12-03 02:40:18,Direct clinical care or management – occupational health,Trade union or professional body,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Scotland
"el-Sani, Saabir",28W9595N,2019-05-14 15:44:34,Other,University or other research facility,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Outside UK
"Le, Mitchell",50N2772J,2019-05-10 23:52:48,Direct clinical care or management – other,Private domestic setting,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Derr, Chandler",75F2340G,2019-10-23 11:52:10,Direct clinical care or management – occupational health,Voluntary or charity sector,Self employed,TRUE,testpostcode2,Test organisation 2,England
"Montoya-Pablo, Daniel",96V0729C,2019-02-04 12:46:37,Direct clinical care or management – learning disabilities nursing,Prison,Volunteering,FALSE,testpostcode2,Test organisation 1,Outside UK
"Ewertz, Brianne",41T9002U,2019-01-10 14:06:10,Direct clinical care or management – children’s and neo-natal nursing,Specialist or other tertiary care including hospice,Volunteering,TRUE,testpostcode2,Test organisation 1,Outside UK
"Fairchild, Josephine",52K2078H,2019-03-24 20:21:02,Direct clinical care or management – school nursing,Prison,Employed via an agency,TRUE,testpostcode1,Test organisation 1,England
"Richards, Krisanna",09K4431C,2019-11-23 06:09:17,Quality assurance or inspection,Specialist or other tertiary care including hospice,Employed via an agency,FALSE,testpostcode1,Test organisation 1,England
"Sedillo, Bowen",99M6208E,2019-05-12 02:49:51,Quality assurance or inspection,Cosmetic or aesthetic sector,Volunteering,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"al-Harron, Maisara",80U7478N,2019-10-10 13:40:10,Policy,Telephone or e-health advice,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Wales
"Lee, Nia",92M2555W,2019-10-07 05:19:41,Direct clinical care or management – adult and general care nursing,Ambulance service,Employed via an agency,FALSE,testpostcode2,Test organisation 1,England
"Ogsbury-Jones, Tyrell",87H9825N,2019-12-01 05:25:29,Direct clinical care or management – school nursing,Private domestic setting,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,England
"Devi, Maya",33H7743V,2019-07-01 05:25:14,Other,Public health organisation,Volunteering,FALSE,testpostcode2,Test organisation 2,England
"Kim, Thu",89Q6940X,2019-03-18 06:10:06,Direct clinical care or management – school nursing,Prison,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Scotland
"Romero, Shay",71G9306N,2019-01-01 03:16:05,Commissioning,Telephone or e-health advice,Self employed,FALSE,testpostcode2,Test organisation 1,Scotland
"Watkins, Alexis",77N7246N,2019-02-02 04:22:22,Quality assurance or inspection,Prison,Self employed,TRUE,testpostcode1,Test organisation 1,Outside UK
"Agnew-Lundgren, Wyatt",11P3297Y,2019-09-24 22:39:16,Direct clinical care or management – midwifery,University or other research facility,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Outside UK
"Gonzalez, Eduardo",70T0590J,2019-06-18 01:41:55,Direct clinical care or management – learning disabilities nursing,Occupational health,Self employed,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"Topaha, Timothy",14T6736Y,2019-12-26 08:46:20,Research,Private domestic setting,Self employed,FALSE,testpostcode2,Test organisation 2,Wales
"Chongtoua, Claire",96W2449G,2019-12-30 14:20:34,Quality assurance or inspection,"Community setting, including district nursing and community psychiatric nursing",Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Corales Madrigal, Angel",88M4388B,2019-01-14 20:31:26,Direct clinical care or management – mental health nursing,University or other research facility,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Outside UK
"el-Yousuf, Shaimaaa",84E8609N,2019-02-16 08:36:59,Other,Prison,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Song, Monique",41T2359B,2019-11-07 08:04:14,Direct clinical care or management – public health,Occupational health,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Wales
"el-Madani, Haaniya",84L2655B,2019-07-12 15:10:57,Commissioning,Consultancy,Self employed,FALSE,testpostcode1,Test organisation 2,Outside UK
"Thompkins, Dillon",13Y2126X,2019-08-09 22:41:07,Direct clinical care or management – school nursing,Military,Volunteering,FALSE,testpostcode1,Test organisation 1,Wales
"Lopez-Guzman, Savanah",98H0641K,2019-02-19 06:03:12,Other,Cosmetic or aesthetic sector,Employed via an agency,TRUE,testpostcode1,Test organisation 1,England
"Carmona, Jose",93U4195G,2019-05-27 18:13:15,Direct clinical care or management – school nursing,Trade union or professional body,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Wales
"Begaye, Kirsten",97T0130T,2019-11-24 21:36:53,Direct clinical care or management – learning disabilities nursing,Maternity unit or birth centre,Self employed,TRUE,testpostcode1,Test organisation 2,England
"el-Kazemi, Muzna",20M4763D,2019-04-26 16:14:37,Direct clinical care or management – other,Prison,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,England
"Buchanan-Sam, Ray",86T7627B,2019-12-26 13:55:09,Quality assurance or inspection,Care home sector,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Outside UK
"Chavez Cabrera, Louis",29P0416R,2019-03-20 16:25:58,Direct clinical care or management – children’s and neo-natal nursing,"Community setting, including district nursing and community psychiatric nursing",Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,England
"el-Salam, Fikra",62C9903D,2019-07-19 11:45:29,Direct clinical care or management – mental health nursing,Care home sector,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Scotland
"Beckner, Keiley",07F0880E,2019-04-02 01:29:31,Other,Ambulance service,Self employed,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Cousins, Dominic",37H1474O,2019-01-17 15:42:54,Research,Cosmetic or aesthetic sector,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,Scotland
"Madsen, Mark",46D7736X,2019-09-07 13:53:02,Direct clinical care or management – midwifery,Military,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,England
"Nguyen, Keith",92Q6703D,2019-03-16 22:20:35,Research,Prison,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Wales
"Holmes, Colten",25P3388O,2019-06-20 06:01:41,Direct clinical care or management – occupational health,Maternity unit or birth centre,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Northern Ireland
"el-Ozer, Haitham",96Q3418R,2019-05-25 22:30:07,Other,Public health organisation,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Scotland
"Carrillo Romero, Natasha",30C2858B,2019-10-09 18:44:20,Research,Private domestic setting,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Scotland
"Farley, Summer",21G8991Z,2019-03-09 04:50:25,Direct clinical care or management – health visiting,Military,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Outside UK
"Ontiveros, Maria",85W6342J,2019-06-01 02:18:15,Education,Hospital or other secondary care,Volunteering,FALSE,testpostcode2,Test organisation 2,Scotland
"Niemer, Justin",18R3913Y,2019-03-17 14:24:40,Direct clinical care or management – children’s and neo-natal nursing,Care home sector,Volunteering,TRUE,testpostcode1,Test organisation 1,Scotland
"Preston, Makida",14A3708D,2019-09-03 15:31:01,Education,Voluntary or charity sector,Volunteering,FALSE,testpostcode1,Test organisation 1,Outside UK
"Fitzsimons, Ariel",99K8721F,2019-08-20 21:52:12,Direct clinical care or management – learning disabilities nursing,Maternity unit or birth centre,Volunteering,TRUE,testpostcode1,Test organisation 2,Scotland
"Ambrose, Katherine",92R4603X,2019-10-21 22:26:19,Other,Prison,Employed via an agency,FALSE,testpostcode1,Test organisation 2,Northern Ireland
"Ewertz, Brianne",78M6004O,2019-03-18 02:25:04,Policy,"Community setting, including district nursing and community psychiatric nursing",Volunteering,TRUE,testpostcode1,Test organisation 2,Outside UK
"Sandoval, Deanna",89Z1286N,2019-06-21 17:35:58,Direct clinical care or management – learning disabilities nursing,Trade union or professional body,Volunteering,FALSE,testpostcode1,Test organisation 1,Scotland
"West, Kason",72V8443R,2019-05-05 23:26:40,Quality assurance or inspection,Voluntary or charity sector,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Northern Ireland
"Curtin, Daniel",95C3084I,2019-10-20 09:12:01,Quality assurance or inspection,Public health organisation,Self employed,TRUE,testpostcode1,Test organisation 1,Wales
"Mingilton, Alexis",71I3525P,2019-06-02 16:14:09,Direct clinical care or management – health visiting,Ambulance service,Self employed,TRUE,testpostcode2,Test organisation 2,England
"Cochran, Michael",63T7803T,2019-10-11 12:06:39,Direct clinical care or management – occupational health,Governing body or other leadership,Self employed,FALSE,testpostcode1,Test organisation 2,Northern Ireland
"Makousky, Amy",88R4565H,2019-02-13 07:18:24,Research,Trade union or professional body,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Scotland
"Novick, Desmond",96P9412H,2019-04-26 03:04:24,Direct clinical care or management – mental health nursing,Governing body or other leadership,Volunteering,TRUE,testpostcode2,Test organisation 2,Northern Ireland
"Briseno, Stephanie",81E6410Q,2019-01-16 13:01:45,Direct clinical care or management – adult and general care nursing,Military,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 1,Wales
"Lieu, Lindsay",96W0629G,2019-05-27 05:30:31,Direct clinical care or management – other,Specialist or other tertiary care including hospice,Self employed,TRUE,testpostcode1,Test organisation 1,Outside UK
"el-Ally, Farhat",25L8517X,2019-04-05 00:10:47,Direct clinical care or management – children’s and neo-natal nursing,Telephone or e-health advice,Self employed,FALSE,testpostcode1,Test organisation 2,Scotland
"el-Saber, Hadeel",63R7646V,2019-07-12 06:16:10,Commissioning,Occupational health,Employed via an agency,FALSE,testpostcode1,Test organisation 1,England
"Roberts, Adrena",12V6941D,2019-01-23 07:15:59,Direct clinical care or management – school nursing,Prison,Employed via an agency,TRUE,testpostcode2,Test organisation 2,Scotland
"Finley, James",22I6499J,2019-04-06 18:00:59,Direct clinical care or management – learning disabilities nursing,Occupational health,Employed via an agency,FALSE,testpostcode2,Test organisation 1,England
"Largo, Trevor",65U8795M,2019-03-06 20:55:36,Education,University or other research facility,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Outside UK
"Yannias, Joshua",39T7594T,2019-02-21 15:09:44,Commissioning,GP practice or other primary care,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Wales
"Deleon, Breauna",18V9893H,2019-11-08 04:39:06,Policy,Consultancy,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,Outside UK
"Calvillo-Trujillo, Samantha",84D1458X,2019-05-21 13:58:11,Direct clinical care or management – other,Police,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,England
"Gilbert, Kyle",76Y2486W,2019-02-16 06:48:33,Research,Voluntary or charity sector,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Scotland
"Vai, Marsalis",87R4263F,2019-06-09 03:05:46,Direct clinical care or management – occupational health,Care home sector,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Outside UK
"Whiteplume, Aerika",06E1266Z,2019-08-17 15:37:35,Research,Care home sector,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 1,England
"Kelley, Isaiha",11L9485L,2019-10-02 05:35:19,Direct clinical care or management – school nursing,Trade union or professional body,Self employed,FALSE,testpostcode1,Test organisation 2,England
"al-Kamel, Taahir",81D3299U,2019-06-25 03:16:36,Direct clinical care or management – midwifery,Trade union or professional body,Self employed,TRUE,testpostcode2,Test organisation 1,Scotland
"Narayanswamy, Amber",97L6237K,2019-04-01 18:25:04,Direct clinical care or management – children’s and neo-natal nursing,Policy organisation,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Scotland
"Kieselstein, Nicole",42B6349W,2019-02-21 10:23:03,Direct clinical care or management – health visiting,University or other research facility,Self employed,TRUE,testpostcode2,Test organisation 1,Wales
"Kim, Ralph Patrick",74T5159E,2019-05-23 21:20:56,Direct clinical care or management – occupational health,Consultancy,Volunteering,FALSE,testpostcode2,Test organisation 2,England
"Moon, Pragna",05C0266X,2019-07-26 16:46:21,Direct clinical care or management – children’s and neo-natal nursing,Maternity unit or birth centre,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Wales
"Holmes, Rebekah",84E8645L,2019-06-25 14:01:20,Policy,Occupational health,Volunteering,TRUE,testpostcode2,Test organisation 2,Outside UK
"French, James",56N6911O,2019-05-02 00:20:14,Direct clinical care or management – public health,Specialist or other tertiary care including hospice,Volunteering,FALSE,testpostcode1,Test organisation 2,Scotland
"Smith, Kiara",82Q3555C,2019-06-26 23:55:54,Direct clinical care or management – midwifery,Ambulance service,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Northern Ireland
"Almanza, Christopher",54V9328J,2019-01-28 00:49:53,Research,Policy organisation,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Gonzales, Genesis",02F4691X,2019-09-08 05:43:17,Quality assurance or inspection,Military,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Kwiat, Christian",65O6879P,2019-01-31 18:52:24,Direct clinical care or management – mental health nursing,Consultancy,Self employed,FALSE,testpostcode1,Test organisation 2,England
"Schantzen, Tyler",79U0226R,2019-03-22 23:51:05,Quality assurance or inspection,Voluntary or charity sector,Employed via an agency,FALSE,testpostcode2,Test organisation 1,England
"Parker, Ken",66F2597Z,2019-01-07 20:02:44,Education,Voluntary or charity sector,Employed via an agency,FALSE,testpostcode2,Test organisation 2,Scotland
"Ramos-Meza, Otonoel",14E9488H,2019-05-09 17:51:17,Direct clinical care or management – learning disabilities nursing,Public health organisation,Volunteering,TRUE,testpostcode2,Test organisation 1,England
"Felipe Perez, Joe",97C3433E,2019-12-29 10:43:10,Direct clinical care or management – other,Occupational health,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 1,Northern Ireland
"Hatch, Addam",11A0539X,2019-04-25 05:21:55,Commissioning,Care home sector,Volunteering,TRUE,testpostcode2,Test organisation 1,Outside UK
"Miller, Bintou",38B6904I,2019-02-25 02:48:42,Direct clinical care or management – midwifery,Trade union or professional body,Employed via an agency,FALSE,testpostcode1,Test organisation 1,England
"Hines, Tre'Sean",29Y2244J,2019-08-12 22:07:43,Direct clinical care or management – other,Voluntary or charity sector,Employed directly (not via UK agency),FALSE,testpostcode1,Test organisation 2,Wales
"Hall, Erika",11Q5461G,2019-11-18 09:32:14,Direct clinical care or management – school nursing,Public health organisation,Self employed,FALSE,testpostcode2,Test organisation 2,Wales
"al-Bashara, Maazin",64M7398Q,2019-04-13 22:55:09,Direct clinical care or management – children’s and neo-natal nursing,Occupational health,Employed via an agency,TRUE,testpostcode1,Test organisation 1,England
"Perez, Daniel",09U1646T,2019-12-28 19:11:08,Direct clinical care or management – school nursing,Prison,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Outside UK
"al-Saleem, Jiyaad",41K9302P,2019-11-21 07:43:40,Quality assurance or inspection,Maternity unit or birth centre,Self employed,FALSE,testpostcode2,Test organisation 2,Wales
"Callejo, Aaron",39H1852V,2019-05-18 15:21:41,Direct clinical care or management – public health,Specialist or other tertiary care including hospice,Self employed,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"al-Asmar, Jasra",90T9556Y,2019-09-18 17:17:19,Direct clinical care or management – other,Prison,Volunteering,FALSE,testpostcode2,Test organisation 1,England
"Jannicola, Lauren",61X6986W,2019-10-15 07:10:41,Direct clinical care or management – public health,Military,Self employed,TRUE,testpostcode2,Test organisation 1,Wales
"Jackson, Jonah",61T2790Y,2019-12-18 13:23:22,Direct clinical care or management – school nursing,Police,Self employed,TRUE,testpostcode1,Test organisation 2,Outside UK
"al-Noori, Aiman",93Y8834P,2019-12-08 17:32:13,Direct clinical care or management – adult and general care nursing,Insurance or legal,Volunteering,TRUE,testpostcode1,Test organisation 2,Wales
"Roseveare, Tomasina",45B8997U,2019-08-04 23:30:08,Quality assurance or inspection,Maternity unit or birth centre,Volunteering,TRUE,testpostcode1,Test organisation 1,Outside UK
"Bucio, Ruby",17X9537A,2019-05-24 13:24:19,Direct clinical care or management – midwifery,Consultancy,Employed directly (not via UK agency),TRUE,testpostcode1,Test organisation 2,England
"Richardson, Calvin",20F3582O,2019-08-16 11:20:03,Direct clinical care or management – other,Prison,Volunteering,TRUE,testpostcode2,Test organisation 2,Scotland
"Nguyen, David",20P0087Y,2019-07-09 22:57:14,Direct clinical care or management – midwifery,Specialist or other tertiary care including hospice,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Northern Ireland
"el-Mourad, Shahaada",21L9794Y,2019-08-24 06:26:42,Policy,"Community setting, including district nursing and community psychiatric nursing",Self employed,TRUE,testpostcode1,Test organisation 2,Scotland
"Kauffmann, Avona",31L3296W,2019-04-18 12:08:19,Direct clinical care or management – health visiting,Trade union or professional body,Self employed,TRUE,testpostcode2,Test organisation 1,England
"Kailasam, Sana",26T5387T,2019-09-18 01:44:43,Other,Care home sector,Employed via an agency,TRUE,testpostcode2,Test organisation 1,Northern Ireland
"Giron Lovato, Johnpaul",28T0423Y,2019-06-26 21:40:21,Direct clinical care or management – occupational health,Maternity unit or birth centre,Volunteering,FALSE,testpostcode2,Test organisation 1,Outside UK
"Cheung, Naomi",40K8332O,2019-03-28 04:04:27,Direct clinical care or management – school nursing,Voluntary or charity sector,Self employed,FALSE,testpostcode2,Test organisation 1,Wales
"Bradshaw, Amy",14C3845W,2019-06-14 12:14:12,Direct clinical care or management – school nursing,Police,Self employed,FALSE,testpostcode2,Test organisation 2,England
"el-Ally, Aarifa",08W2291M,2019-01-23 10:33:27,Other,School,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"Baker, Brooke",03M7394L,2019-07-21 18:32:06,Direct clinical care or management – occupational health,Prison,Self employed,FALSE,testpostcode1,Test organisation 1,Outside UK
"Fierro, Leticia",12W9786C,2019-09-27 09:08:35,Quality assurance or inspection,Maternity unit or birth centre,Employed via an agency,TRUE,testpostcode1,Test organisation 1,Wales
"Davis, Victoria",09G0168L,2019-09-05 13:36:10,Direct clinical care or management – children’s and neo-natal nursing,Other,Volunteering,FALSE,testpostcode2,Test organisation 2,England
"Sarmiento, Marc",53K6576D,2019-06-29 00:10:15,Direct clinical care or management – other,GP practice or other primary care,Volunteering,TRUE,testpostcode1,Test organisation 2,Wales
"Avila, Manuel",18K5227U,2019-04-14 09:44:28,Direct clinical care or management – school nursing,Policy organisation,Self employed,FALSE,testpostcode1,Test organisation 1,Wales
"Chasteen, Tia",22I6499J,2019-12-14 08:12:14,Direct clinical care or management – health visiting,Public health organisation,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 2,Outside UK
"Habtemicael, Shala",29T5686A,2019-01-25 07:04:07,Commissioning,Maternity unit or birth centre,Volunteering,FALSE,testpostcode2,Test organisation 1,England
"Cdebaca, Jakob",12E3567P,2019-01-31 00:31:04,Direct clinical care or management – school nursing,Prison,Volunteering,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"al-Safar, Aseela",99K9569W,2019-08-11 19:02:19,Education,Care home sector,Volunteering,FALSE,testpostcode1,Test organisation 1,Wales
"Byrd, Rubi",92E3933K,2019-11-14 02:22:52,Commissioning,Consultancy,Employed via an agency,FALSE,testpostcode2,Test organisation 1,Outside UK
"Vishwamitra, Kyoung Min",18B5113N,2019-10-24 21:08:12,Direct clinical care or management – midwifery,School,Volunteering,FALSE,testpostcode1,Test organisation 2,Northern Ireland
"Ukowich, Alex",62Q5339I,2019-04-20 02:35:57,Direct clinical care or management – other,Police,Employed directly (not via UK agency),TRUE,testpostcode2,Test organisation 1,Outside UK
"Elder, Jacob",13L7311P,2019-06-20 18:05:04,Direct clinical care or management – learning disabilities nursing,Police,Self employed,FALSE,testpostcode2,Test organisation 1,England
"Scott, Christopher",98U4581H,2019-04-11 10:06:33,Other,Specialist or other tertiary care including hospice,Volunteering,TRUE,testpostcode2,Test organisation 1,Outside UK
"Edmond, Leniga",30V8487B,2019-11-30 00:07:46,Direct clinical care or management – public health,Care home sector,Employed via an agency,FALSE,testpostcode1,Test organisation 1,Northern Ireland
"Didario, Kristine",87R4263F,2019-08-16 15:05:40,Direct clinical care or management – children’s and neo-natal nursing,Governing body or other leadership,Volunteering,FALSE,testpostcode1,Test organisation 2,Wales
"Lefano, Jason",85L5901E,2019-07-04 10:38:57,Direct clinical care or management – public health,Voluntary or charity sector,Self employed,TRUE,testpostcode2,Test organisation 1,Wales
"Fenton, Seth",06X8793H,2019-04-01 20:46:43,Education,Public health organisation,Volunteering,FALSE,testpostcode2,Test organisation 1,Northern Ireland
"Lang, Schyeler",18W0992R,2019-10-01 07:16:06,Direct clinical care or management – mental health nursing,GP practice or other primary care,Employed directly (not via UK agency),FALSE,testpostcode2,Test organisation 2,Wales
"al-Sadek, Atheer",55I8071S,2019-03-10 23:41:32,Direct clinical care or management – school nursing,Trade union or professional body,Volunteering,FALSE,testpostcode2,Test organisation 2,Scotland
"Martinez, Sergio",80I1658Q,2019-01-11 18:20:57,Direct clinical care or management – adult and general care nursing,Cosmetic or aesthetic sector,Volunteering,TRUE,testpostcode2,Test organisation 2,England
